id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability
1966,4,1,12,32,59,2015/8/4 15:27,1,1959,1,1,1,6,30000,1,60,179,130,4,4,4,2,4,3,3,4,9,1,3,25,1,2,60000,3,4,1,2,3,2,2,4,2
1967,4,2,10,28,51,2015/7/29 14:23,2,1970,1,1,1,6,0,1,120,158,120,4,4,4,1,4,4,2,3,7,5,,,,,-3,2,3,1,2,3,2,2,5,2
1968,4,1,5,8,23,2015/7/31 10:31,2,1968,3,1,2,7,30000,1,42,160,140,3,3,3,5,5,3,1,2,4,1,3,26,1,3,60000,2,2,1,2,3,3,2,4,4
1969,5,1,1,1,1,2015/10/12 19:30,2,1961,1,1,1,6,36000,1,94,161,136,4,4,4,2,2,4,3,4,4,1,3,35,1,2,60000,3,3,1,2,3,3,1,4,2
1970,4,2,9,23,45,2015/7/2 8:19,2,1976,1,0,3,3,0,1,270,155,120,3,5,4,1,3,5,1,3,1,6,,,,,100000,4,2,1,2,3,3,2,4,3
1971,4,2,11,31,54,2015/7/22 13:36,1,1945,1,1,1,3,8000,1,40,172,120,4,4,4,1,4,4,1,4,3,3,,,,,8000,2,2,1,2,3,3,3,4,2
1972,2,1,26,76,116,2015/9/29 14:33,2,1993,1,-8,1,-8,50000,-8,120,175,160,2,3,3,2,1,1,3,3,1,5,,,,,30000,4,1,1,2,3,2,2,3,2
1973,4,2,6,14,30,2015/8/6 10:03,2,1972,1,1,1,6,0,4,150,165,110,4,4,4,1,3,3,3,4,6,3,,,,,30000,2,3,1,2,3,3,1,4,2
1974,4,2,16,46,78,2015/7/31 9:57,2,1941,1,1,1,1,0,1,120,157,70,3,2,3,1,2,4,1,4,4,4,,,,,30000,5,2,1,2,3,3,2,4,3
1975,3,2,5,9,25,2015/8/7 9:40,2,1946,1,1,1,3,2000,1,65,165,110,3,4,4,1,2,2,1,3,4,4,,,,,4000,2,2,1,2,3,3,3,3,2
1976,4,1,16,46,78,2015/8/1 18:17,2,1973,1,1,1,4,24000,1,150,159,100,4,4,4,2,4,4,2,4,5,1,3,20,1,3,60000,3,3,1,1,3,2,1,4,2
1977,4,1,19,59,95,2015/7/18 9:24,2,1948,1,0,8,4,36000,1,41,155,80,2,2,3,2,2,4,5,4,7,5,,,,,70000,2,3,0,2,3,2,2,4,2
1978,4,1,11,29,52,2015/7/22 9:13,2,1978,1,1,1,3,0,1,40,160,130,5,4,4,1,3,4,2,3,3,6,,,,,20000,4,2,0,2,3,3,2,4,2
1979,4,2,5,10,26,2015/8/2 8:32,2,1967,1,1,1,3,2000,1,100,158,106,2,2,3,1,2,4,1,2,1,3,,,,,8000,5,3,1,2,3,2,3,4,3
1980,2,2,6,12,28,2015/8/1 10:10,2,1954,1,1,1,3,10000,1,100,149,96,3,3,3,1,3,3,1,3,5,1,3,25,1,3,49000,5,3,1,2,3,3,1,3,3
1981,5,2,15,41,72,2015/7/15 11:43,2,1942,1,1,1,1,1200,1,44,160,110,2,2,4,1,2,4,1,4,5,4,,,,,1200,1,3,1,2,7,2,1,4,-8
1982,4,1,7,18,40,2015/7/30 10:05,1,1986,1,1,1,9,80000,1,60,180,146,5,5,5,4,4,3,2,4,4,1,3,7,1,3,150000,2,3,4,2,3,3,1,4,2
1983,4,1,7,18,36,2015/8/9 14:52,1,1954,1,1,1,4,100000,4,101,174,135,5,5,4,2,3,3,3,4,5,5,,,,,120000,2,4,1,2,3,1,2,4,2
1984,4,1,19,56,90,2015/7/19 11:06,1,1969,1,1,1,9,80000,1,130,162,125,4,5,3,5,3,4,4,3,6,1,3,30,1,2,200000,3,3,2,1,3,2,2,4,2
1985,4,1,12,32,55,2015/9/3 16:16,2,1989,1,1,1,13,100000,4,78,160,98,3,5,5,5,2,4,3,4,5,1,3,3,1,3,200000,2,4,3,1,1,2,1,4,2
1986,4,1,4,7,20,2015/10/6 16:35,1,1965,1,1,1,4,45000,1,120,170,160,5,4,2,2,5,4,1,1,1,1,3,34,1,3,45000,2,5,1,1,5,3,2,4,3
1987,4,2,2,5,12,2015/8/7 16:09,1,1985,8,1,1,11,30000,1,90,170,120,4,4,4,1,4,3,3,4,3,1,3,15,1,2,50000,5,3,1,2,3,1,1,4,2
1988,2,1,27,80,120,2015/7/31 11:46,1,1978,1,1,1,4,0,1,60,178,130,4,5,4,1,2,2,1,3,3,5,,,,,24000,3,2,1,2,3,3,3,4,4
1989,3,1,1,1,5,2015/9/22 8:52,2,1948,1,1,1,4,36000,1,14.6,155,105,4,4,4,2,3,3,3,2,2,5,,,,,80000,2,2,1,2,3,3,3,3,3
1990,5,1,11,29,52,2015/7/15 10:52,2,1962,1,1,1,6,30000,1,40,150,102,5,3,5,5,4,4,1,2,4,5,,,,,-3,3,3,1,2,3,3,1,4,2
1991,5,1,19,57,91,2015/7/21 15:58,1,1939,1,1,1,10,60000,1,79,168,150,4,5,5,5,4,3,3,4,7,5,,,,,120000,2,4,1,2,3,1,1,3,2
1992,2,1,15,43,74,2015/7/15 19:05,1,1989,1,1,1,10,40000,1,35,172,120,5,4,4,4,2,3,2,4,3,1,3,4,1,3,100000,2,3,1,2,1,2,2,4,3
1993,4,1,1,1,4,2015/8/19 8:39,2,1938,1,1,1,3,30000,1,45,160,150,4,5,5,2,2,3,1,3,5,5,,,,,30000,1,2,1,2,7,3,2,3,-8
1994,3,2,22,65,103,2015/7/8 13:00,2,1935,1,1,1,1,900,1,90,150,78,2,3,3,1,2,1,1,2,2,4,,,,,900,1,1,1,2,3,3,2,3,2
1995,4,1,4,7,19,2015/10/17 14:29,2,1987,1,1,2,12,80000,1,80,160,160,4,5,4,5,4,4,3,3,5,1,3,6,1,3,350000,3,3,1,1,3,2,2,4,2
1996,3,1,1,1,2,2015/9/7 19:08,1,1994,1,1,1,7,-3,1,25,175,145,5,5,5,2,1,5,1,3,3,1,6,1,1,3,24240,5,2,1,2,1,3,2,3,3
1997,2,1,27,80,120,2015/7/30 16:46,2,1942,1,1,1,1,10000,1,56,155,95,5,5,4,2,3,4,1,4,2,5,,,,,10000,1,2,1,2,7,3,2,4,2
1998,5,1,30,85,128,2015/10/2 21:41,2,1979,1,1,1,4,50000,1,95,158,104,3,5,5,2,1,2,1,1,5,1,2,12,1,1,120000,4,3,1,1,3,2,2,2,-8
1999,5,2,2,2,9,2015/7/24 14:29,2,1965,8,-8,-8,1,1000,1,280,165,116,4,4,4,1,4,2,1,3,2,3,,,,,8000,4,2,1,2,3,3,2,-8,3
2000,5,1,1,1,8,2015/9/6 15:12,1,1957,1,1,1,5,25200,1,43,175,130,4,5,5,2,3,2,1,2,5,1,6,33,1,3,61200,2,1,1,2,3,3,2,4,3
2001,3,2,24,72,112,2015/8/3 8:55,2,1946,1,1,3,4,1200,1,40,150,90,3,4,3,1,4,5,1,2,3,4,,,,,-2,3,2,1,2,3,2,2,3,-8
2002,4,1,4,7,20,2015/10/1 14:57,2,1962,1,1,1,7,30000,1,79,156,100,3,5,4,2,3,5,2,4,5,5,,,,,140000,3,3,0,1,3,2,2,3,2
2003,5,1,21,64,100,2015/7/16 20:44,2,1988,1,1,1,6,15000,1,90,163,92,4,4,4,1,3,3,2,4,4,5,,,,,50000,2,3,1,1,3,2,1,4,3
2004,4,1,19,59,95,2015/7/15 14:58,1,1947,1,1,1,6,40000,1,56,177,155,3,2,3,2,2,4,4,3,5,5,,,,,40000,1,2,1,2,6,2,2,2,3
2005,5,1,22,65,104,2015/7/9 11:39,2,1934,1,1,1,1,0,1,100,150,95,2,2,4,1,3,5,1,4,5,4,,,,,72000,4,3,1,2,3,2,1,4,-8
2006,3,1,4,7,15,2015/10/1 11:21,2,1966,1,1,3,4,20000,1,58,158,170,2,1,3,4,3,2,1,2,1,5,,,,,35000,2,2,0,2,3,3,2,-8,3
2007,4,1,16,45,76,2015/7/25 11:27,1,1957,1,1,1,4,20000,1,100,168,140,4,4,4,4,4,4,2,5,7,1,3,6,1,3,50000,6,3,1,2,3,2,1,3,3
2008,4,1,27,78,118,2015/8/4 15:55,1,1943,1,1,1,7,6960,1,28,166,145,2,4,4,1,1,5,1,2,1,4,,,,,6960,2,1,0,2,3,3,2,3,3
2009,4,1,9,21,43,2015/7/7 8:37,2,1974,1,1,1,4,15000,1,90,160,106,5,5,5,4,2,4,1,4,7,1,2,10,1,4,30000,3,3,2,1,3,2,1,4,2
2010,5,1,4,7,21,2015/9/18 11:22,2,1940,1,1,1,12,43000,4,57,160,140,1,1,5,2,1,3,5,4,5,5,,,,,86400,2,4,1,2,3,1,1,4,2
2011,3,2,2,2,9,2015/7/23 19:20,1,1987,8,1,5,4,30000,1,300,170,150,5,5,2,1,2,2,2,4,5,3,,,,,30000,2,3,1,2,1,1,1,5,2
2012,2,2,31,87,130,2015/8/15 15:38,1,1947,1,1,1,3,0,1,90,176,160,1,1,2,1,4,3,1,2,1,4,,,,,14000,3,1,1,2,3,3,3,4,3
2013,5,1,21,64,102,2015/7/19 11:37,2,1975,1,1,1,4,24000,1,200,160,110,5,5,5,5,2,3,2,2,2,1,3,25,1,3,24000,2,2,1,2,3,2,2,4,2
2014,4,2,21,62,98,2015/7/16 12:15,1,1956,1,1,1,4,15000,1,110,155,107,2,2,2,1,3,3,1,4,1,4,,,,,25000,4,1,1,2,3,3,3,2,-8
2015,5,1,7,18,38,2015/8/14 10:07,1,1951,1,1,1,12,70000,4,130,169,140,3,4,4,2,1,4,2,4,6,5,,,,,12000,2,3,2,1,4,2,3,4,2
2016,5,1,4,7,21,2015/9/15 19:57,2,1976,1,1,1,12,50000,1,40,170,135,3,4,4,5,2,3,3,1,5,1,3,12,1,2,60000,3,3,1,2,3,2,2,3,2
2017,4,2,28,81,123,2015/7/30 15:31,2,1946,1,1,1,1,0,-8,120,156,126,2,2,2,4,4,4,1,4,6,4,,,,,2000,2,3,0,2,3,2,2,2,2
2018,4,2,23,69,109,2015/8/13 19:15,2,1983,1,1,2,6,12000,1,150,160,108,4,4,5,1,4,4,3,4,4,1,3,7,1,2,100000,5,3,2,2,3,3,1,5,4
2019,5,1,4,7,18,2015/10/3 11:25,2,1959,1,1,1,6,20000,1,21,159,104,5,5,5,4,2,3,2,4,5,1,3,13,1,3,56000,2,2,0,2,3,2,2,4,2
2020,2,1,30,85,128,2015/10/18 12:42,2,1972,1,1,1,10,10000,1,77,165,104,4,3,3,2,2,3,4,2,2,1,5,23,1,3,40000,3,2,1,2,3,2,3,3,3
2021,3,2,6,16,32,2015/8/9 9:33,1,1928,1,1,1,1,0,1,120,156,80,1,2,2,1,1,2,1,2,4,3,,,,,20000,4,2,1,2,3,3,2,4,2
2022,4,2,5,8,24,2015/8/6 8:59,2,1985,1,1,1,4,10000,1,84,160,110,3,4,4,1,2,3,1,4,5,4,,,,,30000,6,3,1,1,3,2,2,3,2
2023,3,2,18,54,88,2015/7/13 17:05,2,1948,1,0,8,1,1000,1,200,158,110,5,4,4,1,2,2,1,4,5,3,,,,,30000,7,3,1,2,3,2,1,4,2
2024,4,1,9,23,45,2015/7/5 10:36,1,1956,1,1,1,10,35000,4,135,170,135,4,4,4,4,4,4,4,4,5,1,3,34,1,2,160000,3,3,1,2,3,2,2,4,2
2025,3,1,12,32,56,2015/7/28 15:36,1,1933,1,1,1,4,40000,4,85,168,138,2,2,3,2,2,4,1,3,5,5,,,,,70000,2,3,2,2,3,2,2,3,3
2026,3,2,22,65,103,2015/7/9 8:37,1,1930,1,1,1,1,0,1,130,165,130,2,2,3,1,2,2,1,4,5,4,,,,,3000,3,3,1,2,7,2,2,4,2
2027,4,2,18,55,89,2015/7/24 11:14,2,1937,1,1,1,1,948,1,320,150,110,3,2,4,1,2,4,1,3,4,3,,,,,60000,3,3,1,2,7,2,1,3,2
2028,4,1,16,45,76,2015/7/26 9:54,2,1935,1,0,1,1,3600,1,120,153,90,2,4,4,1,4,4,1,4,5,4,,,,,3600,1,3,1,2,7,3,1,2,2
2029,4,2,6,17,33,2015/8/5 15:29,2,1942,1,1,1,1,1000,1,140,150,90,2,2,4,1,3,4,1,4,4,4,,,,,-2,1,3,1,2,7,3,2,4,2
2030,4,2,16,46,77,2015/7/28 13:25,1,1945,1,1,1,1,2000,1,300,165,100,3,3,4,1,4,3,3,4,4,4,,,,,100000,5,3,1,2,3,2,1,4,2
2031,4,1,18,51,84,2015/7/27 16:33,2,1970,1,1,1,6,50000,1,100,163,110,5,5,5,2,4,3,2,4,5,1,2,27,1,1,100000,3,3,1,2,3,2,2,4,2
2032,5,1,19,57,91,2015/7/19 10:18,1,1959,1,0,1,7,100000,4,59,168,176,2,5,5,5,3,4,1,4,5,1,8,43,1,2,150000,2,4,4,1,3,1,1,3,2
2033,4,2,6,13,29,2015/8/6 10:42,2,1948,1,1,1,1,10000,1,200,165,100,3,3,4,1,3,3,1,3,6,3,,,,,13000,2,3,1,2,3,2,1,3,2
2034,3,2,8,19,41,2015/8/2 21:33,1,1973,4,0,3,4,30000,1,100,170,170,1,1,3,1,5,3,2,1,4,3,,,,,30000,7,1,1,2,3,3,1,4,3
2035,4,1,6,16,32,2015/8/11 15:07,2,1956,1,1,1,3,24000,1,60,153,120,2,4,3,2,3,2,1,4,5,5,,,,,-2,2,3,1,2,6,2,1,4,-8
2036,4,1,7,18,34,2015/8/6 15:04,1,1953,1,1,1,4,45600,1,34,172,172,4,5,5,2,2,4,4,5,4,5,,,,,72000,2,3,0,2,3,2,1,4,1
2037,4,2,9,21,43,2015/7/6 7:59,2,1972,1,1,1,1,10000,1,100,155,108,3,4,3,1,3,2,1,2,2,3,,,,,30000,3,3,2,2,3,2,2,3,2
2038,3,2,13,36,66,2015/9/23 11:26,1,1963,8,1,1,4,3000,1,140,162,110,2,2,4,1,3,3,1,2,3,3,,,,,15000,3,2,1,2,3,3,1,5,3
2039,4,2,26,74,114,2015/8/7 15:13,1,1962,1,1,1,3,2000,1,120,160,100,2,1,2,1,2,1,1,2,3,4,,,,,-2,2,3,1,2,3,3,2,3,2
2040,4,2,5,10,26,2015/7/30 9:13,1,1950,1,1,1,3,3000,4,120,171,145,4,2,4,1,3,3,2,2,1,3,,,,,20000,4,3,1,2,3,2,2,3,4
2041,4,2,9,21,43,2015/7/6 16:11,1,1943,1,1,1,4,3000,1,200,153,123,2,2,2,1,4,4,1,4,6,3,,,,,10000,2,3,1,2,3,2,1,3,2
2042,2,1,7,18,37,2015/8/3 9:55,1,1950,1,1,1,4,43200,1,48,180,150,2,2,3,2,2,1,1,2,4,5,,,,,73200,2,2,1,2,3,3,2,4,2
2043,5,1,10,24,46,2015/7/26 10:27,2,1947,1,1,1,3,0,1,70,155,90,2,2,3,1,2,1,1,4,5,3,,,,,2000,2,3,1,2,3,2,2,3,2
2044,4,1,26,74,114,2015/8/10 10:28,1,1963,1,1,1,9,49200,4,60,160,130,5,4,4,4,3,3,3,4,1,1,3,33,1,2,85200,3,3,1,2,3,2,2,3,2
2045,4,1,7,18,35,2015/8/10 12:56,2,1950,1,1,1,6,30000,4,40,155,120,3,5,5,5,4,4,1,3,5,5,,,,,30000,1,3,0,2,3,2,2,4,2
2046,4,1,4,7,21,2015/10/4 13:08,2,1962,1,1,1,6,12000,1,53,158,120,2,4,5,5,2,3,2,2,1,5,,,,,24000,3,1,0,2,4,3,2,3,2
2047,4,2,19,57,93,2015/7/19 10:52,1,1963,1,1,1,3,70000,1,400,175,135,4,4,4,1,4,4,1,4,6,1,5,28,2,-8,-2,7,4,1,1,3,1,1,4,-8
2048,2,1,7,18,35,2015/8/9 12:04,2,1953,4,0,1,4,11400,1,18,163,120,2,2,3,2,2,4,1,2,2,5,,,,,11400,1,1,1,2,7,3,2,4,4
2049,4,1,19,59,95,2015/7/18 19:50,1,1958,1,1,1,3,500000,1,110,172,120,4,5,5,1,4,4,2,3,4,1,1,40,1,1,-2,3,3,2,1,3,2,2,4,2
2050,4,2,18,55,89,2015/7/24 9:12,2,1976,1,1,1,3,20000,1,200,160,110,5,4,4,1,3,3,1,4,2,1,2,-2,1,4,50000,4,3,1,1,3,2,2,4,2
2051,5,1,12,32,56,2015/7/29 12:02,1,1948,1,1,1,9,100000,1,67,170,134,4,4,5,5,1,4,1,4,6,1,3,39,1,2,140000,2,3,1,2,3,2,1,4,-8
2052,4,1,21,64,102,2015/7/19 11:04,1,1993,1,1,1,5,14000,1,240,178,138,4,5,3,2,5,4,2,4,4,1,3,3,1,3,40000,3,2,1,2,1,3,3,4,2
2053,5,1,19,57,93,2015/7/17 10:08,1,1970,1,1,1,4,100000,1,70,170,130,2,4,3,1,2,3,2,1,5,1,2,-2,1,2,100000,3,3,1,2,3,2,1,3,2
2054,3,2,31,87,132,2015/8/13 16:04,1,1938,1,1,1,3,660,1,70,170,120,1,1,2,1,3,1,1,2,1,5,,,,,1300,2,1,1,2,3,3,2,-8,-8
2055,4,2,2,2,9,2015/7/24 18:11,2,1973,8,1,1,3,4000,1,200,155,100,3,4,4,1,4,3,1,4,2,3,,,,,15000,2,2,1,2,3,3,1,3,2
2056,4,2,5,11,27,2015/7/27 12:12,2,1973,1,1,1,4,20000,1,110,163,135,4,5,5,1,2,4,2,4,5,1,5,15,2,3,60000,2,3,1,2,3,2,2,4,2
2057,4,1,21,61,97,2015/7/18 12:52,1,1947,1,1,1,3,2000,1,300,169,144,2,4,5,2,2,4,1,4,5,3,,,,,80000,6,3,2,2,3,2,2,4,2
2058,4,1,10,27,49,2015/7/29 10:07,2,1942,1,0,9,1,0,1,149,163,95,4,4,4,2,4,4,3,4,5,5,,,,,50000,3,3,1,2,3,2,1,4,3
2059,4,2,22,66,105,2015/7/4 14:32,2,1969,1,1,1,3,-1,1,300,160,120,4,5,4,1,5,2,1,2,5,5,,,,,30000,4,2,1,2,3,2,1,3,2
2060,4,2,10,24,46,2015/7/27 15:12,2,1959,4,0,8,1,5000,1,80,158,105,3,3,4,1,4,3,1,5,5,3,,,,,20000,2,3,1,2,3,2,2,3,2
2061,4,1,18,51,84,2015/7/27 10:56,2,1964,1,1,1,4,20000,1,50,162,120,4,5,5,1,2,3,1,2,5,1,7,11,2,4,40000,2,3,1,2,3,1,1,-8,3
2062,5,1,17,48,80,2015/7/25 16:33,2,1982,1,1,1,11,16800,1,80,163,110,5,5,4,4,3,3,4,4,6,1,4,12,1,2,64800,3,3,2,1,3,2,1,3,3
2063,4,1,16,45,76,2015/7/25 10:53,1,1965,1,1,1,4,20000,1,75,175,170,3,5,4,1,3,3,2,1,6,1,5,-1,-8,3,30000,2,3,1,2,3,2,1,3,3
2064,4,2,17,50,83,2015/7/27 9:59,2,1944,-8,-8,-8,3,660,1,400,155,120,2,1,5,1,4,5,1,4,3,4,,,,,7000,2,2,1,2,3,-8,-8,-8,-8
2065,4,2,21,64,100,2015/7/20 13:18,2,1953,1,1,1,1,1800,1,200,160,92,4,5,5,1,5,4,1,4,2,4,,,,,30000,5,1,1,2,3,2,1,3,2
2066,4,1,12,33,62,2015/8/10 16:05,1,1947,1,1,1,3,0,1,60,165,100,2,2,3,1,3,4,1,2,4,4,,,,,48000,6,3,1,2,3,2,2,3,-8
2067,4,1,24,70,110,2015/7/29 17:18,2,1988,1,1,1,5,30000,1,78,160,98,5,5,3,1,2,4,2,3,4,5,,,,,-2,3,3,1,2,3,2,1,5,3
2068,5,1,4,7,14,2015/9/30 13:21,1,1931,1,1,1,2,46000,4,68,177,120,1,1,3,5,1,4,2,3,5,5,,,,,46000,1,3,1,2,3,2,1,3,2
2069,2,1,28,81,123,2015/8/1 9:39,2,1949,1,1,1,7,40000,1,113,152,110,2,3,3,2,4,4,3,4,5,5,,,,,70000,2,4,1,2,4,1,1,3,2
2070,3,2,11,31,54,2015/7/22 14:07,2,1968,1,1,1,3,0,1,200,160,112,4,4,4,1,4,3,2,2,2,6,,,,,20000,3,3,1,2,3,3,3,2,2
2071,4,2,13,35,65,2015/9/22 16:17,1,1980,6,-8,1,4,30000,1,100,173,150,5,5,4,1,5,4,3,4,3,2,,,,,30000,1,2,1,1,4,3,1,-8,4
2072,5,1,27,78,118,2015/8/1 18:10,2,1943,1,0,1,7,35000,4,60,155,120,4,4,4,2,2,4,5,4,8,5,,,,,80000,2,3,1,1,3,2,1,5,1
2073,5,2,31,87,132,2015/8/13 17:39,1,1945,1,1,1,3,20000,1,40,168,140,4,5,5,2,3,3,1,5,5,5,,,,,20000,2,3,1,2,4,3,1,-8,3
2074,3,2,22,65,104,2015/7/8 10:37,1,1968,1,1,1,4,10000,1,120,170,120,2,2,5,1,3,3,1,3,5,4,,,,,10000,2,2,1,2,3,2,1,3,-8
2075,4,2,2,4,11,2015/7/30 12:59,1,1939,1,1,3,3,700,1,110,158,89,4,4,4,1,1,4,1,3,2,4,,,,,6000,3,2,1,2,7,3,2,4,3
2076,5,1,5,8,23,2015/7/31 14:17,2,1990,1,1,1,12,50000,4,77,163,98,4,4,3,2,3,3,3,5,6,1,3,2,1,2,100000,1,3,1,1,1,2,1,4,2
2077,5,2,22,65,103,2015/7/8 10:10,2,1948,1,0,1,3,900,1,80,150,110,4,4,4,1,2,2,1,3,4,4,,,,,60000,4,3,2,2,3,2,2,4,1
2078,4,1,15,39,70,2015/7/13 8:34,2,1970,1,1,1,4,-3,1,189,155,120,4,3,3,1,3,4,1,3,5,6,,,,,-3,3,3,1,2,3,2,2,3,3
2079,4,2,9,23,45,2015/7/2 17:59,2,1966,1,1,1,3,20000,1,180,160,120,4,3,4,1,4,4,1,2,5,1,2,8,2,4,50000,3,2,1,1,3,2,1,3,3
2080,4,1,24,72,112,2015/7/30 11:42,1,1994,1,1,1,10,0,1,113,178,125,4,4,4,2,4,4,2,3,6,6,,,,,-2,2,3,3,2,1,2,2,4,-8
2081,3,2,15,40,71,2015/7/14 9:45,2,1981,1,1,1,10,35000,1,200,160,120,4,3,4,4,3,3,2,2,4,1,3,12,1,3,70000,5,3,1,1,3,2,2,4,2
2082,3,1,22,67,107,2015/7/10 10:27,2,1937,1,1,3,2,0,1,82,163,98,2,3,3,1,3,3,1,4,4,4,,,,,50000,2,3,1,2,3,2,2,3,2
2083,5,2,31,88,133,2015/8/18 16:19,1,1997,1,1,1,10,0,1,85,173,170,3,3,3,1,3,3,2,2,3,6,,,,,80000,3,3,1,2,1,2,2,2,-8
2084,4,1,5,8,23,2015/7/30 15:03,2,1938,1,1,1,3,15000,1,52,158,104,2,3,3,2,2,4,1,4,5,5,,,,,15000,1,3,1,2,7,2,2,4,2
2085,4,1,21,64,101,2015/7/19 9:19,1,1972,1,1,1,9,25000,4,110,172,118,5,4,5,2,2,3,3,4,5,5,,,,,30000,3,2,1,2,3,2,1,4,2
2086,3,2,6,15,31,2015/8/9 8:34,2,1989,1,1,1,13,60000,2,200,158,100,4,3,3,1,2,4,4,3,4,1,3,1,1,3,200000,3,3,1,1,1,2,2,3,2
2087,5,1,11,29,52,2015/7/20 18:52,2,1968,1,1,1,12,50000,4,100,164,130,4,3,4,5,1,2,3,4,4,1,3,25,1,3,90000,3,3,2,1,3,2,2,4,2
2088,4,1,1,1,4,2015/8/26 10:12,2,1924,1,1,1,12,60000,1,110,150,96,2,2,3,2,2,2,2,3,5,5,,,,,60000,1,3,1,2,7,2,2,3,2
2089,4,1,13,36,66,2015/9/21 9:40,1,1967,8,1,1,4,0,1,120,158,134,3,4,5,1,4,4,2,4,4,5,,,,,6500,4,2,1,2,3,3,1,5,3
2090,4,1,11,29,52,2015/7/17 10:37,2,1980,1,1,1,12,60000,1,100,165,120,4,4,5,5,2,3,3,4,4,1,8,10,2,4,50000,2,3,1,2,3,2,2,4,2
2091,5,2,18,52,86,2015/7/19 12:02,2,1937,1,1,1,3,720,1,170,152,100,5,5,5,1,5,4,1,5,5,4,,,,,1000,4,2,1,2,7,2,1,4,-8
2092,3,2,19,56,90,2015/7/17 8:33,2,1968,1,1,1,4,0,1,120,160,120,4,5,4,1,2,4,1,4,4,1,2,18,1,4,23000,2,3,3,2,3,2,2,4,2
2093,4,1,5,11,27,2015/7/28 10:56,2,1974,1,1,1,13,65000,1,60,163,106,4,4,3,2,3,3,3,2,6,1,3,20,1,2,65000,1,3,2,2,6,2,2,4,2
2094,4,1,22,66,106,2015/7/13 12:37,1,1946,1,0,5,1,0,1,80,150,90,4,4,4,2,2,2,1,4,5,4,,,,,0,2,3,1,2,3,2,2,4,2
2095,2,1,27,77,117,2015/7/19 11:25,2,1959,1,1,1,4,20000,1,66,158,100,3,4,3,5,2,2,1,2,3,5,,,,,30000,3,2,1,2,3,3,2,4,3
2096,4,2,29,83,126,2015/7/24 18:07,1,1932,1,1,1,1,0,1,100,173,140,4,4,4,1,4,2,1,4,4,4,,,,,10000,1,3,1,2,3,3,2,3,2
2097,4,2,9,22,44,2015/7/6 11:17,2,1980,1,1,1,3,0,1,60,168,110,4,5,3,1,3,3,1,3,5,6,,,,,20000,3,2,1,2,3,2,2,4,2
2098,5,1,4,7,21,2015/9/12 17:22,2,1983,1,1,1,7,60000,1,84,160,160,3,4,5,5,4,3,1,3,5,1,2,4,1,4,60000,2,3,-1,1,3,2,2,4,2
2099,3,2,31,87,132,2015/8/13 16:20,1,1967,1,1,1,3,0,1,70,175,100,1,1,2,1,1,5,1,1,3,4,,,,,7500,2,2,1,2,3,3,3,3,3
2100,4,2,9,21,43,2015/7/6 16:23,1,1933,1,1,1,3,31200,4,150,170,150,4,4,4,2,4,4,1,4,9,5,,,,,80000,4,4,1,2,3,1,1,4,2
2101,5,2,17,48,81,2015/7/28 8:45,2,1958,1,1,1,1,0,1,300,155,100,5,5,5,1,4,3,1,5,6,6,,,,,50000,6,3,2,2,3,3,2,3,3
2102,4,2,5,10,26,2015/8/1 9:23,1,1988,1,1,1,12,40000,4,90,165,120,5,5,5,1,2,3,3,2,5,1,3,3,1,3,70000,2,3,1,2,1,2,2,4,2
2103,4,1,4,7,19,2015/10/4 14:39,2,1956,1,1,1,6,35000,1,75,168,148,4,2,3,2,4,4,3,4,1,5,,,,,70000,2,1,0,2,3,3,2,3,4
2104,5,1,26,74,114,2015/8/10 17:48,2,1940,1,1,1,7,60000,4,57,153,139,4,5,5,5,3,4,4,4,5,5,,,,,70000,2,4,1,2,3,1,1,4,2
2105,4,2,5,11,27,2015/7/27 10:30,2,1941,1,0,4,1,720,1,40,150,90,2,3,3,1,4,4,1,3,2,4,,,,,720,1,1,1,2,7,3,3,3,2
2106,4,1,8,19,41,2015/8/7 21:48,1,1951,4,0,9,3,-1,1,32,165,150,1,2,3,1,2,4,1,3,4,5,,,,,15000,3,2,1,2,3,3,1,4,2
2107,5,1,23,68,108,2015/10/11 18:52,2,1980,1,1,1,4,0,1,108,158,130,5,5,5,4,2,2,2,4,5,6,,,,,15000,5,2,1,2,3,3,2,4,2
2108,3,1,28,81,123,2015/7/29 16:55,2,1971,1,1,1,3,18000,1,260,145,145,4,4,4,4,2,2,2,2,4,1,3,25,1,3,18000,1,3,1,2,6,3,2,3,2
2109,4,2,26,74,114,2015/8/8 10:41,2,1950,1,1,1,3,0,1,600,160,100,4,3,4,1,2,1,1,3,4,4,,,,,20000,2,3,1,2,7,2,1,3,2
2110,4,1,6,15,31,2015/8/11 12:52,2,1945,1,1,1,1,3000,1,45,155,108,3,3,4,1,2,2,1,3,4,4,,,,,3000,1,2,1,2,3,2,2,4,2
2111,4,1,10,27,49,2015/7/25 18:59,1,1985,1,1,1,4,10000,1,79,166,138,2,3,3,2,2,4,2,4,5,1,3,10,1,3,200000,4,2,1,2,3,3,2,2,3
